Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Shown on Collection Page (product.metafields.custom.shown_on_collection_page),Google: Custom Product (product.metafields.mm-google-shopping.custom_product),Color Family (product.metafields.product.color_family),Style Family (product.metafields.product.style_name),Product rating count (product.metafields.reviews.rating_count),Color (product.metafields.shopify.color-pattern),Target gender (product.metafields.shopify.target-gender),Theme (product.metafields.shopify.theme),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status,generated_tags
dot-wallet-black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0309/2830/6316/files/Dot_Black_3.png?v=1750176424,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""card-wallet"", ""vegetable-tanned"", ""full-grain"", ""zipper-closure"", ""everyday-carry""]"
dot-wallet-black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0309/2830/6316/files/Dot_Black_2.png?v=1750176424,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""card-wallet"", ""vegetable-tanned"", ""full-grain"", ""zipper-closure"", ""everyday-carry""]"
dot-wallet-natural,Dot Wallet,"<p>Say hello to Dot, our small but mighty wallet that is designed to go with you.</p>
<p><meta charset=""utf-8"">With our signature scalloped edge and a contrasting interior zipper, it brings just the right amount of charm and functionality to your everyday. The D-ring makes it easy to add onto your keyring or our <a href=""https://gladandyoungstudio.com/collections/wristlet-strap"">wristlet strap</a> for hands-free ease. Don’t let the size fool you—there’s room for your essential cards and a few extras, all neatly tucked inside. Available in a rainbow of joyful colors to mix, match, and make your own.</p>
<p>If you need something a little larger, check out our <a href=""https://gladandyoungstudio.com/products/daisy-wallet-natural"">Daisy Wallet</a>.  </p>
<p><strong>Features:</strong></p>
<ul>
<li>Full grain vegetable tanned leather</li>
<li>Contrasting mint green zipper</li>
<li>D-ring<br>
</li>
</ul>
<p><strong>Dimensions:</strong></p>
<ul>
<li>External Dimensions - 3 x 4.5”</li>
<li>Front card pocket - 2.25 x 3.875”</li>
<li>Back card pocket - 2.75 x 3.875”</li>
<li>Zipper Pocket - 2.75” deep with zipper opening of 3”</li>
</ul>
<p> </p>",Glad & Young Studio,"Apparel & Accessories > Handbags, Wallets & Cases > Wallets & Money Clips > Wallets",Wallets,"Featured, Wallet",True,Title,Natural,,,,,,,,DOT-NAT,62.368950875,shopify,continue,manual,42.0,,True,True,,,,,'40953067,https://cdn.shopify.com/s/files/1/0309/2830/6316/files/Dot_Natural_1.png?v=1748028761,1.0,,False,Dot Wallet | Glad and Young Studio,"Say hello to Dot, our small but mighty leather wallet that is designed to go with you. Handmade with love in Atlanta, GA. Follow along @gladandyoungstudio. ",2668.0,,,,,,,,,,,False,,,,,,,,https://cdn.shopify.com/s/files/1/0309/2830/6316/files/Dot_Natural_1.png?v=1748028761,oz,,12.31,active,"[""card-wallet"", ""vegetable-tanned"", ""full-grain"", ""zipper-closure"", ""everyday-carry""]"
dot-wallet-natural,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0309/2830/6316/files/Dot_Wh_Rsg_Cha_Nat_f1acafcd-3ebc-4028-9964-6a13a3399364.png?v=1750176450,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""card-wallet"", ""vegetable-tanned"", ""full-grain"", ""zipper-closure"", ""everyday-carry""]"
dot-wallet-natural,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0309/2830/6316/files/Dot_Natural_3.png?v=1750176448,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""card-wallet"", ""vegetable-tanned"", ""full-grain"", ""zipper-closure"", ""everyday-carry""]"
dot-wallet-natural,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0309/2830/6316/files/Dot_Natural_2.png?v=1750176448,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""card-wallet"", ""vegetable-tanned"", ""full-grain"", ""zipper-closure"", ""everyday-carry""]"
daisy-wallet-olive,Daisy Wallet (PCM ONLY),"<p>Say hello to Daisy—our large wallet that’s equal parts fun and functional.</p>
<p>Featuring our signature scalloped edge, a bold contrasting interior zipper, and a D-ring made for pairing with our <a href=""https://gladandyoungstudio.com/collections/wristlet-strap"">wristlet strap</a>, this wallet is ready for anything. It’s roomy enough to carry as a clutch for a night out, but slim enough to toss into your everyday bag. Available in a rainbow of joyful colors to mix, match, and make your own. <br></p>
<p>If you need something a more compact, check out our <a href=""https://gladandyoungstudio.com/products/dot-wallet-olive"">Dot Wallet</a>.  </p>
<p> </p>
<p><strong>Features:</strong></p>
<ul>
<li>Full grain chrome tanned leather</li>
<li>4 standard card slots (holds 4-12 cards)</li>
<li>Matching olive green zipper</li>
<li>D-ring</li>
</ul>
<p><meta charset=""utf-8""><span data-sheets-root=""1""><strong>Dimensions:</strong></span></p>
<ul>
<li><span data-sheets-root=""1""><meta charset=""utf-8"">External Dimensions - 7.75"" x 4.5""</span></li>
<li><span data-sheets-root=""1"">Rear pocket 7"" x 4""</span></li>
<li><span data-sheets-root=""1""><meta charset=""utf-8"">Zipper pocket 4” deep with zipper opening of 6”</span></li>
</ul>",Glad & Young Studio,"Apparel & Accessories > Handbags, Wallets & Cases > Wallets & Money Clips > Wallets",Wallets,"Featured, Wallet",False,Title,Olive,,,,,,,,DAIS-OLI,167.2621864375,shopify,continue,manual,110.0,,True,True,,,,,'40166635,https://cdn.shopify.com/s/files/1/0309/2830/6316/files/Daisy_Olive_1.png?v=1749062481,1.0,,False,,,2668.0,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0309/2830/6316/files/Daisy_Olive_1.png?v=1749062481,oz,,25.85,active,"[""leather-wallet"", ""chrome-tanned"", ""full-grain"", ""zipper-closure"", ""evening-bag""]"
daisy-wallet-olive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0309/2830/6316/files/Daisy_Brwn_Blk_Olive.png?v=1750176771,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""leather-wallet"", ""chrome-tanned"", ""full-grain"", ""zipper-closure"", ""evening-bag""]"
daisy-wallet-olive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0309/2830/6316/files/Daisy_Olive_3.png?v=1750176771,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""leather-wallet"", ""chrome-tanned"", ""full-grain"", ""zipper-closure"", ""evening-bag""]"
daisy-wallet-olive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0309/2830/6316/files/Daisy_Olive_2.png?v=1750176771,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""leather-wallet"", ""chrome-tanned"", ""full-grain"", ""zipper-closure"", ""evening-bag""]"
daisy-wallet-champagne,Daisy Wallet (temporary - do not order),"<p>Say hello to Daisy—our large wallet that’s equal parts fun and functional.</p>
<p><meta charset=""utf-8"">Featuring our signature scalloped edge, a bold contrasting interior zipper, and a D-ring made for pairing with our <a href=""https://gladandyoungstudio.com/collections/wristlet-strap"">wristlet strap</a>, this wallet is ready for anything. It’s roomy enough to carry as a clutch for a night out, but slim enough to toss into your everyday bag. Available in a rainbow of joyful colors to mix, match, and make your own. </p>
<p>If you need something a more compact, check out our <a href=""https://gladandyoungstudio.com/products/dot-wallet-champagne"">Dot Wallet</a>.  </p>
<p> </p>
<p><strong>Features:</strong></p>
<ul>
<li>Full grain chrome tanned leather</li>
<li>4 standard card slots (holds 4-12 cards)</li>
<li>Contrasting lavender zipper</li>
<li>D-ring</li>
</ul>
<p><meta charset=""utf-8""><span data-sheets-root=""1""><strong>Dimensions:</strong></span></p>
<ul>
<li><span data-sheets-root=""1""><meta charset=""utf-8"">External Dimensions - 7.75"" x 4.5""</span></li>
<li><span data-sheets-root=""1"">Rear pocket 7"" x 4""</span></li>
<li><span data-sheets-root=""1""><meta charset=""utf-8"">Zipper pocket 4” deep with zipper opening of 6”</span></li>
</ul>",Glad & Young Studio,"Apparel & Accessories > Handbags, Wallets & Cases > Wallets & Money Clips > Wallets",Wallets,"Featured, Wallet",False,Title,Champagne,,,,,,,,DAIS-CHA,87.8835216875,shopify,continue,manual,110.0,,True,True,,,,,'39642347,https://cdn.shopify.com/s/files/1/0309/2830/6316/files/Daisy_Champagne_1.png?v=1748369841,1.0,,False,,,2668.0,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0309/2830/6316/files/Daisy_Champagne_1.png?v=1748369841,oz,,25.85,active,"[""leather-wallet"", ""chrome-tanned"", ""full-grain"", ""zipper-closure"", ""evening-bag""]"
daisy-wallet-champagne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0309/2830/6316/files/Daisy_Wh_Rsg_Cha_Nat.png?v=1750176798,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""leather-wallet"", ""chrome-tanned"", ""full-grain"", ""zipper-closure"", ""evening-bag""]"
daisy-wallet-champagne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0309/2830/6316/files/Daisy_Champagne_3.png?v=1750176798,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""leather-wallet"", ""chrome-tanned"", ""full-grain"", ""zipper-closure"", ""evening-bag""]"
daisy-wallet-champagne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0309/2830/6316/files/Daisy_Champagne_2.png?v=1750176798,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""leather-wallet"", ""chrome-tanned"", ""full-grain"", ""zipper-closure"", ""evening-bag""]"
daisy-wallet-matcha,Daisy Wallet (PCM ONLY),"<p>Say hello to Daisy—our large wallet that’s equal parts fun and functional.</p>
<p><meta charset=""utf-8"">Featuring our signature scalloped edge, a bold contrasting interior zipper, and a D-ring made for pairing with our <a href=""https://gladandyoungstudio.com/collections/wristlet-strap"">wristlet strap</a>, this wallet is ready for anything. It’s roomy enough to carry as a clutch for a night out, but slim enough to toss into your everyday bag. Available in a rainbow of joyful colors to mix, match, and make your own. </p>
<p>If you need something a more compact, check out our <a href=""https://gladandyoungstudio.com/products/dot-wallet-matcha"">Dot Wallet</a>.  </p>
<p> </p>
<p><strong>Features:</strong></p>
<ul>
<li>Full grain chrome tanned leather</li>
<li>4 standard card slots (holds 4-12 cards)</li>
<li>Contrasting pink zipper</li>
<li>D-ring</li>
</ul>
<p><meta charset=""utf-8""><span data-sheets-root=""1""><strong>Dimensions:</strong></span></p>
<ul>
<li><span data-sheets-root=""1""><meta charset=""utf-8"">External Dimensions - 7.75"" x 4.5""</span></li>
<li><span data-sheets-root=""1"">Rear pocket 7"" x 4""</span></li>
<li><span data-sheets-root=""1""><meta charset=""utf-8"">Zipper pocket 4” deep with zipper opening of 6”</span></li>
</ul>",Glad & Young Studio,"Apparel & Accessories > Handbags, Wallets & Cases > Wallets & Money Clips > Wallets",Wallets,"Featured, Wallet",False,Title,Matcha,,,,,,,,DAIS-MAT,172.9320910625,shopify,continue,manual,110.0,,True,True,,,,,'39281899,https://cdn.shopify.com/s/files/1/0309/2830/6316/files/Daisy_Matcha_1.png?v=1749062583,1.0,,False,,,2668.0,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0309/2830/6316/files/Daisy_Matcha_1.png?v=1749062583,oz,,25.85,active,"[""leather-wallet"", ""chrome-tanned"", ""full-grain"", ""zipper-closure"", ""evening-bag""]"
daisy-wallet-matcha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0309/2830/6316/files/Daisy_Rainbow_Misc.png?v=1750176865,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""leather-wallet"", ""chrome-tanned"", ""full-grain"", ""zipper-closure"", ""evening-bag""]"
daisy-wallet-matcha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0309/2830/6316/files/Daisy_Matcha_3.png?v=1750176865,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""leather-wallet"", ""chrome-tanned"", ""full-grain"", ""zipper-closure"", ""evening-bag""]"
daisy-wallet-matcha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0309/2830/6316/files/Daisy_Matcha_2.png?v=1750176865,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""leather-wallet"", ""chrome-tanned"", ""full-grain"", ""zipper-closure"", ""evening-bag""]"
daisy-wallet-petal,Daisy Wallet (PCM ONLY),"<p>Say hello to Daisy—our large wallet that’s equal parts fun and functional.</p>
<p><meta charset=""utf-8"">Featuring our signature scalloped edge, a bold contrasting interior zipper, and a D-ring made for pairing with our <a href=""https://gladandyoungstudio.com/collections/wristlet-strap"">wristlet strap</a>, this wallet is ready for anything. It’s roomy enough to carry as a clutch for a night out, but slim enough to toss into your everyday bag. Available in a rainbow of joyful colors to mix, match, and make your own. </p>
<p>If you need something a more compact, check out our <a href=""https://gladandyoungstudio.com/products/dot-wallet-petal"">Dot Wallet</a>.  </p>
<p> </p>
<p><strong>Features:</strong></p>
<ul>
<li>Full grain chrome tanned leather</li>
<li>4 standard card slots (holds 4-12 cards)</li>
<li>Contrasting lavender zipper</li>
<li>D-ring</li>
</ul>
<p><meta charset=""utf-8""><span data-sheets-root=""1""><strong>Dimensions:</strong></span></p>
<ul>
<li><span data-sheets-root=""1""><meta charset=""utf-8"">External Dimensions - 7.75"" x 4.5""</span></li>
<li><span data-sheets-root=""1"">Rear pocket 7"" x 4""</span></li>
<li><span data-sheets-root=""1""><meta charset=""utf-8"">Zipper pocket 4” deep with zipper opening of 6”</span></li>
</ul>",Glad & Young Studio,"Apparel & Accessories > Handbags, Wallets & Cases > Wallets & Money Clips > Wallets",Wallets,"Featured, Wallet",False,Title,Petal,,,,,,,,DAIS-PTL,136.077711,shopify,continue,manual,110.0,,True,True,,,,,'38397163,https://cdn.shopify.com/s/files/1/0309/2830/6316/files/Daisy_Petal_1.png?v=1749062731,1.0,,False,,,2668.0,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0309/2830/6316/files/Daisy_Petal_1.png?v=1749062731,oz,,25.85,active,"[""leather-wallet"", ""chrome-tanned"", ""full-grain"", ""zipper-closure"", ""evening-bag""]"
daisy-wallet-petal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0309/2830/6316/files/Daisy_Rainbow_Misc_314121e9-bad0-4555-9abb-33fda186fcc2.png?v=1750176896,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""leather-wallet"", ""chrome-tanned"", ""full-grain"", ""zipper-closure"", ""evening-bag""]"
daisy-wallet-petal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0309/2830/6316/files/Daisy_Petal_3.png?v=1750176896,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""leather-wallet"", ""chrome-tanned"", ""full-grain"", ""zipper-closure"", ""evening-bag""]"
daisy-wallet-petal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0309/2830/6316/files/Daisy_Petal_2.png?v=1750176896,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""leather-wallet"", ""chrome-tanned"", ""full-grain"", ""zipper-closure"", ""evening-bag""]"
daisy-wallet-midnight,Daisy Wallet (PCM ONLY),"<p>Say hello to Daisy—our large wallet that’s equal parts fun and functional.</p>
<p><meta charset=""utf-8"">Featuring our signature scalloped edge, a bold contrasting interior zipper, and a D-ring made for pairing with our <a href=""https://gladandyoungstudio.com/collections/wristlet-strap"">wristlet strap</a>, this wallet is ready for anything. It’s roomy enough to carry as a clutch for a night out, but slim enough to toss into your everyday bag. Available in a rainbow of joyful colors to mix, match, and make your own. </p>
<p>If you need something a more compact, check out our <a href=""https://gladandyoungstudio.com/products/dot-wallet-midnight"">Dot Wallet</a>.  </p>
<p> </p>
<p><strong>Features:</strong></p>
<ul>
<li>Full grain chrome tanned leather</li>
<li>4 standard card slots (holds 4-12 cards)</li>
<li>Contrasting fuchsia zipper</li>
<li>D-ring</li>
</ul>
<p><meta charset=""utf-8""><span data-sheets-root=""1""><strong>Dimensions:</strong></span></p>
<ul>
<li><span data-sheets-root=""1""><meta charset=""utf-8"">External Dimensions - 7.75"" x 4.5""</span></li>
<li><span data-sheets-root=""1"">Rear pocket 7"" x 4""</span></li>
<li><span data-sheets-root=""1""><meta charset=""utf-8"">Zipper pocket 4” deep with zipper opening of 6”</span></li>
</ul>",Glad & Young Studio,"Apparel & Accessories > Handbags, Wallets & Cases > Wallets & Money Clips > Wallets",Wallets,"Featured, Wallet",False,Title,Midnight,,,,,,,,DAIS-MID,104.8932355625,shopify,continue,manual,110.0,,True,True,,,,,'37807339,https://cdn.shopify.com/s/files/1/0309/2830/6316/files/Daisy_Midnight_1.png?v=1748369986,1.0,,False,,,2668.0,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0309/2830/6316/files/Daisy_Midnight_1.png?v=1748369986,oz,,25.85,active,"[""leather-wallet"", ""chrome-tanned"", ""full-grain"", ""zipper-closure"", ""evening-bag""]"
daisy-wallet-midnight,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0309/2830/6316/files/Daisy_Rainbow_Misc_907eea54-ca4d-4c98-9cac-9d34281a7eef.png?v=1750176920,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""leather-wallet"", ""chrome-tanned"", ""full-grain"", ""zipper-closure"", ""evening-bag""]"
daisy-wallet-midnight,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0309/2830/6316/files/Daisy_Midnight_3.png?v=1750176920,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""leather-wallet"", ""chrome-tanned"", ""full-grain"", ""zipper-closure"", ""evening-bag""]"
daisy-wallet-midnight,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0309/2830/6316/files/Daisy_Midnight_2.png?v=1750176920,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""leather-wallet"", ""chrome-tanned"", ""full-grain"", ""zipper-closure"", ""evening-bag""]"
daisy-wallet-lavender,Daisy Wallet,"<p>Say hello to Daisy—our large wallet that’s equal parts fun and functional.</p>
<p><meta charset=""utf-8"">Featuring our signature scalloped edge, a bold contrasting interior zipper, and a D-ring made for pairing with our <a href=""https://gladandyoungstudio.com/collections/wristlet-strap"">wristlet strap</a>, this wallet is ready for anything. It’s roomy enough to carry as a clutch for a night out, but slim enough to toss into your everyday bag. Available in a rainbow of joyful colors to mix, match, and make your own. </p>
<p>If you need something a more compact, check out our <a href=""https://gladandyoungstudio.com/products/dot-wallet-lavender"">Dot Wallet</a>.  </p>
<p> </p>
<p><strong>Features:</strong></p>
<ul>
<li>Full grain leather</li>
<li>4 standard card slots (holds 4-12 cards)</li>
<li>Contrasting fuchsia zipper</li>
<li>D-ring</li>
</ul>
<p><meta charset=""utf-8""><span data-sheets-root=""1""><strong>Dimensions:</strong></span></p>
<ul>
<li><span data-sheets-root=""1""><meta charset=""utf-8"">External Dimensions - 7.75"" x 4.5""</span></li>
<li><span data-sheets-root=""1"">Rear pocket 7"" x 4""</span></li>
<li><span data-sheets-root=""1""><meta charset=""utf-8"">Zipper pocket 4” deep with zipper opening of 6”</span></li>
</ul>",Glad & Young Studio,"Apparel & Accessories > Handbags, Wallets & Cases > Wallets & Money Clips > Wallets",Wallets,"Featured, Wallet",True,Title,Lavender,,,,,,,,DAIS-LAV,141.747615625,shopify,continue,manual,110.0,,True,True,,,,,'36463851,https://cdn.shopify.com/s/files/1/0309/2830/6316/files/Daisy_Lavender_1.png?v=1749062782,1.0,,False,,,2668.0,,,,,,,,,,,False,,,,,,,,https://cdn.shopify.com/s/files/1/0309/2830/6316/files/Daisy_Lavender_1.png?v=1749062782,oz,,25.85,active,"[""leather-wallet"", ""leather"", ""full-grain"", ""zipper-closure"", ""evening-bag""]"
daisy-wallet-lavender,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0309/2830/6316/files/Daisy_Dot_Misc.png?v=1750177058,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""leather-wallet"", ""leather"", ""full-grain"", ""zipper-closure"", ""evening-bag""]"
daisy-wallet-lavender,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0309/2830/6316/files/Daisy_Lavender_3.png?v=1750177058,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""leather-wallet"", ""leather"", ""full-grain"", ""zipper-closure"", ""evening-bag""]"
daisy-wallet-lavender,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0309/2830/6316/files/Daisy_Lavender_2.png?v=1750177058,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""leather-wallet"", ""leather"", ""full-grain"", ""zipper-closure"", ""evening-bag""]"
daisy-wallet-white,Daisy Wallet (PCM ONLY),"<p>Say hello to Daisy—our large wallet that’s equal parts fun and functional.</p>
<p><meta charset=""utf-8"">Featuring our signature scalloped edge, a bold contrasting interior zipper, and a D-ring made for pairing with our <a href=""https://gladandyoungstudio.com/collections/wristlet-strap"">wristlet strap</a>, this wallet is ready for anything. It’s roomy enough to carry as a clutch for a night out, but slim enough to toss into your everyday bag. Available in a rainbow of joyful colors to mix, match, and make your own. </p>
<p>If you need something a more compact, check out our <a href=""https://gladandyoungstudio.com/products/dot-wallet-white"">Dot Wallet</a>.  </p>
<p> </p>
<p><strong>Features:</strong></p>
<ul>
<li>Full grain chrome tanned leather</li>
<li>4 standard card slots (holds 4-12 cards)</li>
<li>Contrasting sky blue zipper</li>
<li>D-ring</li>
</ul>
<p><meta charset=""utf-8""><span data-sheets-root=""1""><strong>Dimensions:</strong></span></p>
<ul>
<li><span data-sheets-root=""1""><meta charset=""utf-8"">External Dimensions - 7.75"" x 4.5""</span></li>
<li><span data-sheets-root=""1"">Rear pocket 7"" x 4""</span></li>
<li><span data-sheets-root=""1""><meta charset=""utf-8"">Zipper pocket 4” deep with zipper opening of 6”</span></li>
</ul>",Glad & Young Studio,"Apparel & Accessories > Handbags, Wallets & Cases > Wallets & Money Clips > Wallets",Wallets,"Featured, Wallet",False,Title,White,,,,,,,,DAIS-WHI,110.5631401875,shopify,continue,manual,110.0,,True,True,,,,,'36234475,https://cdn.shopify.com/s/files/1/0309/2830/6316/files/Daisy_White_1.png?v=1748369778,1.0,,False,,,2668.0,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0309/2830/6316/files/Daisy_White_1.png?v=1748369778,oz,,25.85,active,"[""leather-wallet"", ""chrome-tanned"", ""full-grain"", ""zipper-closure"", ""evening-bag""]"
daisy-wallet-white,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0309/2830/6316/files/Daisy_Wh_Rsg_Cha_Nat_1.png?v=1750176973,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""leather-wallet"", ""chrome-tanned"", ""full-grain"", ""zipper-closure"", ""evening-bag""]"
daisy-wallet-white,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0309/2830/6316/files/Daisy_White_3.png?v=1750176973,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""leather-wallet"", ""chrome-tanned"", ""full-grain"", ""zipper-closure"", ""evening-bag""]"
daisy-wallet-white,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0309/2830/6316/files/Daisy_White_2.png?v=1750176973,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""leather-wallet"", ""chrome-tanned"", ""full-grain"", ""zipper-closure"", ""evening-bag""]"
daisy-wallet-sky-blue,Daisy Wallet,"<p>Say hello to Daisy—our large wallet that’s equal parts fun and functional.</p>
<p><meta charset=""utf-8"">Featuring our signature scalloped edge, a bold contrasting interior zipper, and a D-ring made for pairing with our <a href=""https://gladandyoungstudio.com/collections/wristlet-strap"">wristlet strap</a>, this wallet is ready for anything. It’s roomy enough to carry as a clutch for a night out, but slim enough to toss into your everyday bag. Available in a rainbow of joyful colors to mix, match, and make your own. </p>
<p>If you need something a more compact, check out our <a href=""https://gladandyoungstudio.com/products/dot-wallet-sky-blue"">Dot Wallet</a>.  </p>
<p> </p>
<p><strong>Features:</strong></p>
<ul>
<li>Full grain chrome tanned leather</li>
<li>4 standard card slots (holds 4-12 cards)</li>
<li>Matching sky blue zipper</li>
<li>D-ring</li>
</ul>
<p><meta charset=""utf-8""><span data-sheets-root=""1""><strong>Dimensions:</strong></span></p>
<ul>
<li><span data-sheets-root=""1""><meta charset=""utf-8"">External Dimensions - 7.75"" x 4.5""</span></li>
<li><span data-sheets-root=""1"">Rear pocket 7"" x 4""</span></li>
<li><span data-sheets-root=""1""><meta charset=""utf-8"">Zipper pocket 4” deep with zipper opening of 6”</span></li>
</ul>",Glad & Young Studio,"Apparel & Accessories > Handbags, Wallets & Cases > Wallets & Money Clips > Wallets",Wallets,"Featured, Wallet",True,Title,Sky Blue,,,,,,,,DAIS-SKY,110.5631401875,shopify,continue,manual,110.0,,True,True,,,,,'35644651,https://cdn.shopify.com/s/files/1/0309/2830/6316/files/Daisy_Sky_1.png?v=1749062977,1.0,,False,Daisy Wallet | Glad & Young Studio,,2668.0,,,,,,,,,,,False,,Blue,,,,,,https://cdn.shopify.com/s/files/1/0309/2830/6316/files/Daisy_Sky_1.png?v=1749062977,oz,,25.85,active,"[""leather-wallet"", ""chrome-tanned"", ""full-grain"", ""zipper-closure"", ""evening-bag""]"
daisy-wallet-sky-blue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0309/2830/6316/files/Daisy_Rainbow_Misc_ab768cac-1b6b-4384-ae8c-490edd67a3b2.png?v=1750177003,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""leather-wallet"", ""chrome-tanned"", ""full-grain"", ""zipper-closure"", ""evening-bag""]"
daisy-wallet-sky-blue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0309/2830/6316/files/Daisy_Sky_3.png?v=1750177003,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""leather-wallet"", ""chrome-tanned"", ""full-grain"", ""zipper-closure"", ""evening-bag""]"
